seed,window_packets,step_packets,train_files,test_files,train_windows,test_windows,selected_subcarrier_count,selected_feature_count,model_name,family,top_k,top_k_sort,parameters_json,accuracy,macro_f1,weighted_f1,roc_auc_ovr_macro,roc_auc_ovr_weighted,average_precision_macro,average_precision_weighted,empty_f1,static_presence_f1,movement_f1,fit_time_ms,prediction_time_ms,prediction_time_us_per_window,test_samples,actual_tree_count,actual_node_count,actual_max_depth,used_feature_count,mean_comparisons_per_prediction
13,100,25,240,60,4028,1011,94,30,xgboost_depth3_20_top30,xgboost,30,30,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.6666666666666666,0.6297776703034096,0.6301584501700856,0.8389057242913655,0.8390831546158254,0.6953873326457098,0.6956167858300364,0.7142857142857143,0.3293172690763052,0.8457300275482094,148.9116999982798,3.280500000983011,3.2448071226340365,1011,60,894,3,27,179.62264150943395
13,100,25,240,60,4028,1011,94,50,xgboost_depth3_20_top50,xgboost,50,50,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.6636993076162215,0.6265413315394257,0.6269305165871286,0.839045503370892,0.8392251404324044,0.6927197270248536,0.6929838072224273,0.714107365792759,0.32064128256513025,0.8448753462603878,217.67060000274796,3.6761999981536064,3.636201778589126,1011,60,900,3,40,180.0
13,100,25,240,60,4028,1011,94,70,xgboost_depth3_20_top70,xgboost,70,70,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.7962413452027696,0.7894909193312007,0.7896722877377124,0.9097773280604647,0.909914566301173,0.8547339070484558,0.854851992801041,0.8489208633093526,0.6655574043261231,0.8539944903581267,298.65179999978864,4.133399997954257,4.088427297679779,1011,60,900,3,46,180.0
13,100,25,240,60,4028,1011,94,100,xgboost_depth3_20_top100,xgboost,100,100,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.8545994065281899,0.8510419626787913,0.851167886412295,0.9377233796127654,0.9378378746841659,0.9028157930710491,0.9029264836529101,0.8985507246376812,0.7712418300653595,0.8833333333333333,478.3296999994491,4.468000002816552,4.4193867485821485,1011,60,896,3,52,179.74895397489541
13,100,25,240,60,4028,1011,94,126,xgboost_depth3_20_top126,xgboost,126,126,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.8516320474777448,0.8467441580118115,0.8468774769866959,0.9395084752776262,0.9396159646112072,0.9105397191642418,0.9106461636243369,0.8939828080229226,0.7591973244147158,0.8870523415977961,514.7512999974424,4.856399998971028,4.803560829842758,1011,60,894,3,66,179.62264150943395
13,100,25,240,60,4028,1011,94,160,xgboost_depth3_20_top160,xgboost,160,160,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.8417408506429278,0.8359212070550601,0.8360639515150144,0.9422153730566153,0.9423184217926476,0.9165131834950434,0.9166137231533896,0.8854314002828855,0.7411167512690355,0.8812154696132597,667.5180999991426,5.798099999083206,5.735014835888434,1011,60,896,3,82,179.74895397489541
13,100,25,240,60,4028,1011,94,1034,xgboost_depth3_20_topall,xgboost,all,1034,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.8427299703264095,0.8392161088564976,0.8393449058843149,0.9521863947301531,0.952267810089665,0.928780468322009,0.9288706094273527,0.8830409356725146,0.752827140549273,0.8817802503477051,4805.002000000968,18.256299998029135,18.057665675597562,1011,60,900,3,129,180.0
21,100,25,240,60,4033,1006,96,30,gradient_boosting_depth3_20_top30,gradient_boosting,30,30,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.7067594433399602,0.6811330231837588,0.6837130367485125,0.8531956000300959,0.8544516836962102,0.7051360106132454,0.7067636163444041,0.7327478042659975,0.43190661478599224,0.8787446504992867,2487.510700000712,3.723300000274321,3.701093439636502,1006,60,900,3,29,180.0
21,100,25,240,60,4033,1006,96,50,gradient_boosting_depth3_20_top50,gradient_boosting,50,50,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.7107355864811133,0.6888902816472212,0.6913064551122384,0.8595200719015402,0.8607543568732468,0.7195389221566962,0.7209451688962953,0.7282051282051282,0.45368620037807184,0.8847795163584637,4024.550800000725,4.060100000060629,4.035884691909174,1006,60,900,3,46,180.0
21,100,25,240,60,4033,1006,96,70,gradient_boosting_depth3_20_top70,gradient_boosting,70,70,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.7584493041749503,0.7332730957259187,0.7354757042713497,0.9086521341851599,0.9095218799634587,0.8293024821216491,0.8303588367594235,0.7861557478368356,0.5222672064777328,0.8913963328631875,5566.010700000334,4.161100001510931,4.136282307664941,1006,60,894,3,53,180.0
