seed,classifier,label,precision,recall,f1,support,roc_auc,average_precision
512,logistic_regression_c10,movement,0.6111111111111112,0.7586206896551724,0.676923076923077,29,0.825050709939148,0.7532938598298372
512,logistic_regression_c1_balanced,empty,0.8181818181818182,0.7297297297297297,0.7714285714285715,37,0.8698198198198198,0.7498513551886696
512,logistic_regression_c1_balanced,static_presence,0.65625,0.6774193548387096,0.6666666666666666,31,0.7267839687194526,0.5678832918063952
512,logistic_regression_c1_balanced,movement,0.625,0.6896551724137931,0.6557377049180327,29,0.8184584178498986,0.7361459193854903
512,xgboost_depth2_10,empty,0.75,0.8918918918918919,0.8148148148148148,37,0.9412162162162163,0.9191013017464241
512,xgboost_depth2_10,static_presence,0.7941176470588235,0.8709677419354839,0.8307692307692308,31,0.9044477028347996,0.8479444214710095
512,xgboost_depth2_10,movement,0.8421052631578947,0.5517241379310345,0.6666666666666666,29,0.8316430020283976,0.7492087692801058
512,xgboost_depth2_20,empty,0.7608695652173914,0.9459459459459459,0.8433734939759037,37,0.960810810810811,0.9444788775045229
512,xgboost_depth2_20,static_presence,0.8,0.9032258064516129,0.8484848484848485,31,0.9188660801564028,0.8334144541087404
512,xgboost_depth2_20,movement,0.9375,0.5172413793103449,0.6666666666666666,29,0.8717038539553752,0.8073242915560594
512,xgboost_depth3_20,empty,0.7954545454545454,0.9459459459459459,0.8641975308641975,37,0.9644144144144144,0.9475565935852179
512,xgboost_depth3_20,static_presence,0.7878787878787878,0.8387096774193549,0.8125,31,0.9266862170087976,0.8610268053455968
512,xgboost_depth3_20,movement,0.85,0.5862068965517241,0.6938775510204082,29,0.8970588235294117,0.807080919589827
