stage,subcarrier,mean,variance,std,min,max,informative
clean_amplitude,138,24.764876460131102,81.18055217318832,9.010025092816797,2.0,72.80109889280519,True
clean_amplitude,139,24.79482173220581,82.16921559360063,9.064723690968226,2.0,77.89736837660179,True
clean_amplitude,140,25.37223986722394,85.25025778969733,9.233106616393927,1.0,76.4198926981712,True
clean_amplitude,141,26.432004676005338,93.00698071975259,9.644012687660286,1.4142135623730951,82.71033792700887,True
clean_amplitude,142,26.985580944785294,97.11853498618474,9.854873666678063,1.0,84.581321815162,True
clean_amplitude,143,27.77030716649883,103.46667128594946,10.171856825867609,1.0,80.72174428244226,True
clean_amplitude,144,28.36524492466594,109.83883642554663,10.480402493489771,1.4142135623730951,86.40023148117139,True
clean_amplitude,145,28.7634540830024,111.11407536635365,10.541066139928809,1.0,87.09190547921202,True
clean_amplitude,146,30.017563891283135,122.98532101076528,11.089874706720778,1.0,87.92041856133307,True
clean_amplitude,147,31.024675534516252,130.22866176155262,11.411777327022843,1.0,94.33981132056604,True
clean_amplitude,148,32.09074799278537,138.31448724238652,11.760717973082533,1.0,99.02019995940222,True
clean_amplitude,149,32.16502255231145,139.65867978293159,11.817727352707523,1.4142135623730951,95.2732911156112,True
clean_amplitude,150,32.667375453681046,143.74168593162145,11.989232082649057,1.0,101.11874208078342,True
clean_amplitude,151,33.20073380187097,149.9850748545677,12.246839382247474,1.0,97.94386147176351,True
clean_amplitude,152,34.24407684910179,157.79763525240642,12.561752873401325,1.0,105.60303025955268,True
clean_amplitude,153,34.62841594255387,161.08639759264068,12.691981625918022,1.0,103.31021246711285,True
clean_amplitude,154,35.014702289161065,164.50235671777426,12.82584721247584,1.0,102.47438704378767,True
clean_amplitude,155,35.43194574707013,166.98364856691495,12.922215311892732,1.4142135623730951,103.78824596263297,True
clean_amplitude,156,34.64412680548155,162.05787088815552,12.730195241556805,1.0,100.17983829094555,True
clean_amplitude,157,35.060591535182375,166.50024260261478,12.90349730122089,1.4142135623730951,102.95630140987001,True
clean_amplitude,158,34.643240237759414,160.93947783865087,12.686192409018982,1.0,101.51847122568385,True
clean_amplitude,159,34.25170787043421,157.95028826763206,12.567827507872316,1.0,99.40321926376429,True
clean_amplitude,160,39.02839755102012,192.38304546201704,13.870221536154967,1.0,131.94695904036593,True
clean_amplitude,161,34.44590419398897,159.4247615571476,12.626351870478963,0.0,97.57561170702442,True
clean_amplitude,162,34.81073767663182,159.2772291459115,12.620508276052574,0.0,97.6933979345585,True
clean_amplitude,163,34.46370149793476,154.25775424432615,12.420054518573023,1.4142135623730951,99.31767214348109,True
clean_amplitude,164,33.613589765843194,147.80152202837908,12.15736492947296,0.0,91.67878707749138,True
clean_amplitude,165,33.934716818037266,152.84223613950073,12.362938005971749,1.0,91.92388155425118,True
clean_amplitude,166,34.12339230261535,151.79507416538866,12.320514362857935,1.0,94.15412895885129,True
clean_amplitude,167,33.96108268727561,149.31207182112414,12.219331889310649,1.0,90.7358804442873,True
clean_amplitude,168,33.94255949257193,146.59915631371345,12.107813853611784,2.0,91.80958555619343,True
clean_amplitude,169,33.60052197595701,142.5997154574718,11.941512276821214,1.4142135623730951,89.35882720806042,True
clean_amplitude,170,33.4357795701169,142.38102859061985,11.932352181804719,1.4142135623730951,85.0,True
clean_amplitude,171,33.5225829137418,139.54644292800364,11.81297773332379,1.4142135623730951,84.20213774008353,True
clean_amplitude,172,34.137479879261726,143.24149922612065,11.968354073393746,1.0,84.38601779915912,True
